









Frequency of observations in the selected location(s).:
Number of taxa: 	243

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
duck sp. (<em class="sci">Anatinae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2857143	0.0	0.0	0.0	0.0	0.0	0.0	
Indian Peafowl (Domestic type) (<em class="sci">Pavo cristatus (Domestic type)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey (<em class="sci">Meleagris gallopavo</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	
Least Grebe (<em class="sci">Tachybaptus dominicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied-billed Grebe (<em class="sci">Podilymbus podiceps</em>)	0.4545455	0.125	0.1666667	0.3684211	0.375	0.5	0.1818182	0.1111111	0.3333333	0.3636364	0.3636364	0.2307692	0.2222222	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.1666667	0.0	0.0015	0.0	0.0833333	0.1428571	0.0	0.0015	0.0	0.3333333	0.1	0.2105263	0.2	0.4285714	0.2	0.5	0.0	0.3333333	0.5882353	0.3	
Eared Grebe (<em class="sci">Podiceps nigricollis</em>)	0.0	0.0	0.0	0.0526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0588235	0.0	
Rock Pigeon (<em class="sci">Columba livia</em>)	0.3636364	0.375	0.5	0.4736842	0.5	0.4	0.5454545	0.3333333	0.4444444	0.3636364	0.4545455	0.5384615	0.2222222	1.0	0.2	0.2142857	0.3076923	0.8333333	0.4	0.5714286	1.0	0.75	0.6666667	0.6	0.0	0.6	0.5	0.25	0.6666667	0.6666667	0.25	0.5	0.1666667	0.2857143	0.1666667	0.25	0.2	0.3333333	0.5	0.2105263	0.3	0.4285714	0.2	0.0	0.0	0.3333333	0.7058824	0.5	
Eurasian Collared-Dove (<em class="sci">Streptopelia decaocto</em>)	0.0	0.125	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.1428571	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Inca Dove (<em class="sci">Columbina inca</em>)	0.0	0.125	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0015	0.0714286	0.0769231	0.1666667	0.0	0.0	0.0	0.0	0.3333333	0.2	0.25	0.2	0.0015	0.0	0.0	0.3333333	0.0015	0.125	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0526316	0.0015	0.0	0.0	0.0	0.0	0.0	0.0588235	0.0	
White-winged Dove (<em class="sci">Zenaida asiatica</em>)	0.3636364	0.625	0.5	0.2631579	0.625	0.1	0.2727273	0.2222222	0.4444444	0.3636364	0.5454545	0.6153846	0.2222222	0.6666667	0.6	0.5	0.3076923	0.8333333	0.4	0.4285714	1.0	0.5	0.6666667	1.0	0.75	1.0	0.75	0.25	0.1666667	1.0	0.0015	0.5	0.25	0.2142857	0.5	0.25	0.4	0.1666667	0.3	0.1052632	0.1	0.2857143	0.2	0.5	0.0	0.3333333	0.5882353	0.6	
