









Frequency of observations in the selected location(s).:
Number of taxa: 	282

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	47.0	27.0	28.0	20.0	26.0	23.0	27.0	35.0	36.0	34.0	18.0	39.0	34.0	20.0	24.0	21.0	35.0	40.0	17.0	31.0	14.0	12.0	15.0	13.0	15.0	13.0	31.0	40.0	22.0	34.0	33.0	40.0	45.0	23.0	27.0	38.0	28.0	22.0	25.0	31.0	32.0	37.0	33.0	34.0	18.0	14.0	13.0	49.0	

Red-breasted Merganser (<em class="sci">Mergus serrator</em>)	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.030303	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck (<em class="sci">Oxyura jamaicensis</em>)	0.0015	0.3333333	0.1071429	0.05	0.0384615	0.0869565	0.1481481	0.0571429	0.0833333	0.1764706	0.0555556	0.0769231	0.0015	0.0015	0.0015	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0294118	0.0555556	0.0714286	0.0015	0.0408163	
duck sp. (<em class="sci">Anatinae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Flamingo (<em class="sci">Phoenicopterus ruber</em>)	0.0425532	0.0740741	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.05	0.0588235	0.0015	0.0015	0.0015	0.0	0.0769231	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.030303	0.0015	0.0015	0.0015	0.037037	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0204082	
Pied-billed Grebe (<em class="sci">Podilymbus podiceps</em>)	0.7659574	0.7407407	0.8214286	0.5	0.6153846	0.7826087	0.7407407	0.5428571	0.5277778	0.5294118	0.3333333	0.3076923	0.2941176	0.15	0.0416667	0.0952381	0.0285714	0.025	0.0588235	0.0015	0.0	0.0	0.0666667	0.0015	0.0015	0.0015	0.0015	0.0015	0.1363636	0.1176471	0.0015	0.075	0.0015	0.173913	0.1111111	0.2368421	0.2857143	0.2272727	0.32	0.0645161	0.5	0.5135135	0.5454545	0.5588235	0.7222222	0.6428571	0.6153846	0.5918367	
Eared Grebe (<em class="sci">Podiceps nigricollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rock Pigeon (<em class="sci">Columba livia</em>)	0.6170213	0.4814815	0.3571429	0.5	0.3461538	0.3913043	0.5555556	0.5142857	0.6944444	0.5	0.3888889	0.5128205	0.7058824	0.75	0.8333333	0.8095238	0.7714286	0.625	0.4705882	0.516129	0.6428571	0.75	0.4666667	0.5384615	0.8	0.6923077	0.6129032	0.55	0.7272727	0.7647059	0.6363636	0.525	0.5555556	0.5217391	0.5555556	0.5	0.5	0.5	0.44	0.516129	0.5625	0.5405405	0.5151515	0.6470588	0.6666667	0.5714286	0.4615385	0.4693878	
Eurasian Collared-Dove (<em class="sci">Streptopelia decaocto</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
African Collared-Dove (Domestic type or Ringed Turtle-Dove) (<em class="sci">Streptopelia roseogrisea (Domestic type)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Ground Dove (<em class="sci">Columbina passerina</em>)	0.4255319	0.6296296	0.3571429	0.6	0.3846154	0.2608696	0.3703704	0.5428571	0.6111111	0.5	0.2777778	0.3076923	0.5588235	0.4	0.4166667	0.6666667	0.6285714	0.55	0.5882353	0.4516129	0.5	0.5833333	0.7333333	0.5384615	0.4666667	0.5384615	0.5806452	0.525	0.5909091	0.5882353	0.6666667	0.5	0.5777778	0.4782609	0.5555556	0.6052632	0.5	0.5	0.64	0.7096774	0.6875	0.5405405	0.4545455	0.6176471	0.5555556	0.6428571	0.5384615	0.6326531	
