









Frequency of observations in the selected location(s).:
Number of taxa: 	158

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
White-throated Needletail (<em class="sci">Hirundapus caudacutus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0416667	0.0	0.0	
Pacific Swift (<em class="sci">Apus pacificus</em>)	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0833333	0.0	0.0416667	0.0769231	0.0	
Lewin's Rail (<em class="sci">Lewinia pectoralis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-banded Rail (<em class="sci">Gallirallus philippensis</em>)	0.0322581	0.1052632	0.1904762	0.2727273	0.2105263	0.0015	0.1538462	0.0645161	0.2352941	0.0555556	0.0015	0.0333333	0.0952381	0.1	0.0	0.0555556	0.0909091	0.0769231	0.2727273	0.0869565	0.0625	0.0714286	0.0625	0.0540541	0.0434783	0.0769231	0.1875	0.1428571	0.1428571	0.1428571	0.030303	0.1304348	0.125	0.08	0.1142857	0.1276596	0.0615385	0.0714286	0.1428571	0.1521739	0.0869565	0.0263158	0.0322581	0.0416667	0.08	0.0416667	0.0769231	0.125	
Dusky Moorhen (<em class="sci">Gallinula tenebrosa</em>)	0.7741935	0.8947368	0.6190476	0.7727273	0.6315789	0.7428571	0.7307692	0.8387097	0.6470588	0.7777778	0.7692308	0.8666667	0.7619048	0.85	0.7333333	0.6111111	0.8181818	0.8461538	0.6363636	0.6956522	1.0	0.9285714	0.5625	0.6486486	0.8695652	0.8461538	0.75	0.8214286	0.8571429	0.7619048	0.6969697	0.7391304	0.9583333	0.84	0.7714286	0.787234	0.6923077	0.75	0.7142857	0.826087	0.9130435	0.7105263	0.6451613	0.625	0.76	0.9583333	0.8461538	0.84375	
Eurasian Coot (<em class="sci">Fulica atra</em>)	0.0322581	0.0526316	0.0	0.0454545	0.0	0.0015	0.1153846	0.0645161	0.1176471	0.1666667	0.0769231	0.0333333	0.0015	0.15	0.0666667	0.0555556	0.0	0.0769231	0.0	0.1304348	0.0625	0.0714286	0.125	0.0540541	0.173913	0.0769231	0.0625	0.1071429	0.0714286	0.1428571	0.0015	0.0869565	0.0416667	0.16	0.1142857	0.1276596	0.0615385	0.0357143	0.0571429	0.0869565	0.0434783	0.0	0.0645161	0.0	0.0	0.0	0.0769231	0.09375	
Australasian Swamphen (<em class="sci">Porphyrio melanotus</em>)	0.1935484	0.1052632	0.0952381	0.1818182	0.0526316	0.1142857	0.1153846	0.1935484	0.1176471	0.0555556	0.2307692	0.1333333	0.1428571	0.05	0.2	0.1111111	0.0	0.0769231	0.0	0.173913	0.125	0.1428571	0.0015	0.1081081	0.2173913	0.1538462	0.125	0.1785714	0.0714286	0.1428571	0.1212121	0.1304348	0.2916667	0.32	0.0857143	0.0638298	0.1538462	0.0357143	0.0	0.0652174	0.0	0.0526316	0.0645161	0.0833333	0.04	0.0833333	0.0	0.15625	
Pied Stilt (<em class="sci">Himantopus leucocephalus</em>)	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied Oystercatcher (<em class="sci">Haematopus longirostris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0	0.0	0.0	0.0	0.0	
Masked Lapwing (<em class="sci">Vanellus miles</em>)	0.7741935	0.8947368	0.6666667	0.8636364	0.6315789	0.8	0.7307692	0.8064516	0.7058824	0.6666667	0.6153846	0.8333333	0.5714286	0.55	0.8	0.8333333	0.7272727	0.9230769	0.5454545	0.6521739	0.8125	0.7857143	0.3125	0.5945946	0.7826087	0.4615385	0.625	0.6428571	0.6071429	0.5238095	0.6060606	0.6086957	0.7916667	0.68	0.6	0.7659574	0.5692308	0.6785714	0.7142857	0.8043478	0.826087	0.6842105	0.6774194	0.6666667	0.64	0.9166667	0.8461538	0.71875	
